W			i		j		T
1.900000		11		24		3.435326
1.900000		11		25		2.931855
1.900000		11		26		2.500456
1.900000		11		27		2.130545
1.900000		11		28		1.813050
1.900000		11		29		1.540163
1.900000		11		30		1.305179
1.900000		11		31		1.102358
1.900000		11		32		0.926636
1.900000		11		33		0.773733
1.900000		11		34		0.639886
1.900000		11		35		0.521787
1.900000		11		36		0.416544
1.900000		11		37		0.321552
1.900000		11		38		0.234481
1.900000		11		39		0.153183
1.900000		11		40		0.075660
1.900000		11		41		0.000000
number of iterations is 121

